gene	cytoband
PIK3R4	3q22.1
KLF3	4p14
TBL1X	23p22.31
FAM83A	8q24.13
MUSTN1	3p21.1
KIF4A	23q13.1
CFAP20	16q21
DCK	4q13.3
IFT122	3q21.3
DLL1	6q27
SLAMF1	1q23.3
CDHR5	11p15.5
PPHLN1	12q12
MAIP1	2q33.1
RESP18	2q35
LETMD1	12q13.12
PARK7	1p36.23
ADAM29	4q34.1
MKI67	10q26.2
RAD9B	12q24.11
MYO1E	15q22.2
PDLIM3	4q35.1
ZNF750	17q25.3
MESP1	15q26.1
MANEA	6q16.1
VDAC2	10q22.2
GPR50	23q28
TBC1D15	12q21.1
MKNK1	1p33
TGFA	2p13.3
RPS6KA1	1p36.11
ASPDH	19q13.33
RBP4	10q23.33
SATB1	3p24.3
CREG1	1q24.2
CAMK1	3p25.3
LRP2BP	4q35.1
CYP2W1	7p22.3
GOLGA6L9	15q25.2
KRTAP9-9	17q21.2
PTBP1	19p13.3
EML2	19q13.32
POLE	12q24.33
ZNF585A	19q13.12
KCNK15	20q13.12
CNTN6	3p26.3
KIF17	1p36.12
APRT	16q24.3
CEP295	11q21
RLF	1p34.2
FGFBP1	4p15.32
ADGRE3	19p13.12
MCM5	22q12.3
FBXO16	8p21.1
SNAP47	1q42.13
ZNF354A	5q35.3
NUAK2	1q32.1
SEMA4G	10q24.31
EPHX3	19p13.12
COX7A1	19q13.12
MRGPRX2	11p15.1
TTYH1	19q13.42
SLC27A6	5q23.3
CMKLR1	12q23.3
DEFB4A	8p23.1
IFNGR2	21q22.11
CDC37	19p13.2
ACAN	15q26.1
BOLA2B	16p11.2
PARP2	14q11.2
AARSD1	17q21.31
ZG16	16p11.2
XPO5	6p21.1
OR10Z1	1q23.1
AGXT2	5p13.2
GALR2	17q25.1
BAZ2B	2q24.2
AL596220.1	1q31.1
CNKSR1	1p36.11
DHX32	10q26.2
RASSF7	11p15.5
RHOJ	14q23.2
C1orf216	1p34.3
PRKAR1B	7p22.3
TARS3	15q26.3
RPL22L1	3q26.2
WFIKKN2	17q21.33
LPAR2	19p13.11
BLOC1S4	4p16.1
MED25	19q13.33
WIPF1	2q31.1
PBX1	1q23.3
BMS1	10q11.21
FAAP24	19q13.11
ARPC4-TTLL3	3p25.3
LAMA2	6q22.33
MRPL28	16p13.3
CCDC40	17q25.3
SULT2B1	19q13.33
ZNF766	19q13.41
FAM90A1	12p13.31
GOLGA6L6	15q11.2
DEFB135	8p23.1
ADIPOR2	12p13.33
ZNF772	19q13.43
FAM117A	17q21.33
NEU2	2q37.1
NXPE3	3q12.3
RHOU	1q42.13
GAGE12E	23p11.23
NFKB1	4q24
TCF23	2p23.3
RALGAPA2	20p11.23
STK11	19p13.3
ASMTL	23p22.33
ABCD3	1p21.3
FER1L5	2q11.2
WNT7A	3p25.1
SLC26A2	5q32
GNA12	7p22.3
ASAH1	8p22
B4GALNT1	12q13.3
HSF2BP	21q22.3
SEC14L4	22q12.2
SCARB1	12q24.31
CARNS1	11q13.2
ALLC	2p25.3
G3BP2	4q21.1
PTGES3	12q13.3
SLC17A2	6p22.2
CCDC149	4p15.2
MSLN	16p13.3
NFKB2	10q24.32
ARPC2	2q35
RWDD1	6q22.1
BRI3	7q21.3
OBSCN	1q42.13
GALNT8	12p13.32
NBPF1	1p36.13
ZNF276	16q24.3
SFXN2	10q24.32
CASP4	11q22.3
DDX5	17q23.3
SNRPD1	18q11.2
TRIM67	1q42.2
ATP7A	23q21.1
C13orf42	13q14.3
PNLIP	10q25.3
CABP4	11q13.2
CREG2	2q11.2
MTRNR2L6	7q34
OR6K2	1q23.1
TPP1	11p15.4
TRAF7	16p13.3
CA13	8q21.2
SOX5	12p12.1
CYP3A4	7q22.1
ADAP1	7p22.3
AKR1B10	7q33
FST	5q11.2
C7orf50	7p22.3
RP11-104H15.12	17p13.1
TMEM78	1q42.13
KCTD17	22q12.3
USP17L30	4p16.1
CYTL1	4p16.2
OR5V1	6p22.1
NAALAD2	11q14.3
LMBRD1	6q13
TBC1D3B	17q12
KIFC2	8q24.3
WNT11	11q13.5
BHLHE41	12p12.1
IGFBP6	12q13.13
ZNF703	8p11.23
LRRC30	18p11.23
GNG12	1p31.3
OR4A47	11p11.2
PIGP	21q22.13
RHOBTB3	5q15
ATXN2	12q24.12
RP11-192H23.4	17q11.2
ONECUT1	15q21.3
IKBKE	1q32.1
CCL5	17q12
EIF3D	22q12.3
TBC1D10C	11q13.2
TTC12	11q23.2
PPP1R12A	12q21.2
PGP	16p13.3
SSPN	12p12.1
DCHS1	11p15.4
UQCRC2	16p12.2
RP11-457D20.2	16q21
IER3	6p21.33
ZNF43	19p12
SLC41A2	12q23.3
WDR26	1q42.12
GTF3C4	9q34.13
SPACA3	17q11.2
PNMA5	23q28
ST8SIA5	18q21.1
ZMYND15	17p13.2
TRIO	5p15.2
RASAL1	12q24.13
TSEN54	17q25.1
ZNF491	19p13.2
EPPIN-WFDC6	20q13.12
NBPF9	1q21.2
ADAMTS4	1q23.3
UFC1	1q23.3
C6orf58	6q22.33
GML	8q24.3
MAP3K7	6q15
PYROXD1	12p12.1
TULP3	12p13.33
PSME1	14q12
CBFA2T3	16q24.3
SLC35A4	5q31.3
PON1	7q21.3
OR10A7	12q13.2
ABCD4	14q24.3
IPO9	1q32.1
LGALS9	17q11.2
SMIM20	4p15.2
CFAP92	3q21.3
PTH	11p15.3
CENPT	16q22.1
ARL13A	23q22.1
RTN4	2p16.1
HSFY1	24q11.222
NPEPPS	17q21.32
RGCC	13q14.11
SOCS4	14q22.3
EDN1	6p24.1
TOMM40	19q13.32
NSL1	1q32.3
TBX1	22q11.21
CNTF	11q12.1
RNF224	9q34.3
PPIL2	22q11.21
RSBN1	1p13.2
SLC30A4	15q21.1
SULT1A4	16p11.2
S100A12	1q21.3
MEGF6	1p36.32
CLVS2	6q22.31
ZNF646	16p11.2
TARBP2	12q13.13
OR6N2	1q23.1
CEACAM5	19q13.2
CLN8	8p23.3
RCOR1	14q32.31
KRTAP4-16	17q21.2
SBNO2	19p13.3
OR4N2	14q11.2
TOX4	14q11.2
HNRNPDL	4q21.22
P2RX1	17p13.2
ODAD1	19q13.33
MFSD14A	1p21.2
DAXX	6p21.32
ABCB5	7p21.1
NDST2	10q22.2
CYTH3	7p22.1
PATL2	15q21.1
MELTF	3q29
CA14	1q21.2
VNN3P	6q23.2
STEAP4	7q21.12
TRAPPC2B	19q13.43
LBX2	2p13.1
EPHX1	1q42.12
ASAH2	10q11.23
KLK12	19q13.41
MGP	12p12.3
ATP11C	23q27.1
RNF5	6p21.32
RXFP1	4q32.1
RAB3B	1p32.3
PFDN2	1q23.3
FGL1	8p22
TIMM10	11q12.1
FABP5	8q21.13
EFR3A	8q24.22
TMEM212	3q26.31
SORL1	11q24.1
CATSPERB	14q32.12
GOLT1A	1q32.1
EIF3M	11p13
FABP9	8q21.13
CLEC18B	16q23.1
HEG1	3q21.2
SALL3	18q23
TTC26	7q34
TMED8	14q24.3
RNPC3	1p21.1
TSSK6	19p13.11
SPPL2C	17q21.31
SNCB	5q35.2
BLOC1S2	10q24.31
CILP	15q22.31
FAM229B	6q21
LEO1	15q21.2
ASCC2	22q12.2
EPHB6	7q34
CDRT4	17p12
INTS6L	23q26.3
CYB5R4	6q14.2
UBL4A	23q28
POLR1C	6p21.1
CLRN1	3q25.1
DEFB127	20p13
IL1RL1	2q12.1
HAS1	19q13.41
EMILIN1	2p23.3
USE1	19p13.11
NRBP1	2p23.3
KDELR2	7p22.1
KRT31	17q21.2
MOB3A	19p13.3
SEMA4F	2p13.1
PRSS36	16p11.2
PRELID3A	18p11.21
AIF1	6p21.33
SCRG1	4q34.1
PAPSS2	10q23.31
RFPL4A	19q13.42
DNAJB5	9p13.3
NPAS3	14q13.1
KCNMB2	3q26.32
DPPA3	12p13.31
RNF8	6p21.2
PLIN5	19p13.3
NAPA	19q13.33
CACNG2	22q12.3
ANP32D	12q13.11
H2BC3	6p22.2
MYL6B	12q13.2
RELT	11q13.4
SLC25A42	19p13.11
IGFBP5	2q35
ERICH4	19q13.2
TPRX1	19q13.33
CLDN16	3q28
MAP3K10	19q13.2
MRLN	10q21.2
ESPN	1p36.31
TACC2	10q26.13
RFNG	17q25.3
SMPX	23p22.12
SEC11C	18q21.32
DSCC1	8q24.12
OR51S1	11p15.4
RASGRF1	15q25.1
VAPB	20q13.32
SKI	1p36.33
NUP210L	1q21.3
TM9SF3	10q24.1
SLC9B1	4q24
DUSP26	8p12
CHP2	16p12.2
BCL2L12	19q13.33
SYNPO2L	10q22.2
C1QTNF3	5p13.2
ANPEP	15q26.1
MAGEA8	23q28
HOXD12	2q31.1
RHOG	11p15.4
REEP5	5q22.2
METAP1	4q23
TLCD3A	17p13.3
SCIMP	17p13.2
PRELID1	5q35.3
LRRC73	6p21.1
CAMLG	5q31.1
DCAF11	14q12
PCGF2	17q12
M6PR	12p13.31
PYCR3	8q24.3
ZNF283	19q13.31
DGKB	7p21.2
RNF44	5q35.2
IMP4	2q21.1
NEDD1	12q23.1
KIAA1671	22q11.23
JAZF1	7p15.1
TAT	16q22.2
CARF	2q33.2
SYPL1	7q22.3
RAD51L3-RFFL	17q12
TBX19	1q24.2
EGFL6	23p22.2
GIMAP5	7q36.1
LCE3A	1q21.3
SERPINB6	6p25.2
EPB41L1	20q11.23
RAB11B	19p13.2
RPL18A	19p13.11
UGT2B15	4q13.2
HMGB1	13q12.3
BSDC1	1p35.1
DDIT3	12q13.3
TSPY10	24p11.2
ACR	22q13.33
GHITM	10q23.1
NEU1	6p21.33
EPN2	17p11.2
NBEA	13q13.3
HNRNPCL3	1p36.21
NDUFA9	12p13.32
FUT8	14q23.3
H1-4	6p22.2
NFE2L2	2q31.2
MAL	2q11.1
PRB4	12p13.2
DAZAP2	12q13.13
KRTAP4-1	17q21.2
GASK1A	3p22.1
TMEM249	8q24.3
COLEC12	18p11.32
DUSP14	17q12
PSMD1	2q37.1
CACNG6	19q13.42
SOWAHD	23q24
RNPS1	16p13.3
GKAP1	9q21.32
TMEM64	8q21.3
CERCAM	9q34.11
LRCH3	3q29
RP11-81A22.5	17p13.2
BCL6	3q27.3
UQCRH	1p33
HYLS1	11q24.2
TRMT10B	9p13.2
PPL	16p13.3
EXOSC7	3p21.31
PGBD2	1q44
ZNF433	19p13.2
ARID4A	14q23.1
FKBP5	6p21.31
ZNF841	19q13.41
ZNF865	19q13.42
PRICKLE3	23p11.23
UBA7	3p21.31
TRPC3	4q27
SLC10A7	4q31.22
SCNN1B	16p12.2
PTGDR2	11q12.2
ITPKA	15q15.1
PCDHA2	5q31.3
SLC9C1	3q13.2
HDGFL1	6p22.3
P4HA1	10q22.1
NEDD4L	18q21.31
ZNF791	19p13.13
BGLAP	1q22
ARHGAP26	5q31.3
CD151	11p15.5
HS3ST3B1	17p12
ZNF518A	10q24.1
ELP3	8p21.1
ZFPM1	16q24.2
TMEM42	3p21.31
MRC1	10p12.33
GLB1L3	11q25
IL17A	6p12.2
SRP9	1q42.12
EIF2B3	1p34.1
DIXDC1	11q23.1
STARD7	2q11.2
CDC42BPA	1q42.13
HAS3	16q22.1
LYRM7	5q23.3
TDP2	6p22.3
MB21D2	3q29
H3C2	6p22.2
RPRD1A	18q12.2
DVL3	3q27.1
RBMS2	12q13.3
ZNF324	19q13.43
KLF8	23p11.21
C16orf46	16q23.2
CSPP1	8q13.2
PDE3A	12p12.2
SF3A3	1p34.3
NR2C1	12q22
GPR68	14q32.11
NCOA5	20q13.12
EIF3J	15q21.1
PTPRC	1q31.3
PCDHGA5	5q31.3
CLPX	15q22.31
IPO13	1p34.1
EPB41L4A	5q22.2
MYBL1	8q13.1
PRR35	16p13.3
CDIN1	15q14
NAA30	14q22.3
RAB4A	1q42.13
STOM	9q33.2
SIN3A	15q24.2
ZNF830	17q12
ZCCHC2	18q21.33
ADPRH	3q13.33
IPO11	5q12.1
CCT6A	7p11.2
LCE3B	1q21.3
ZBTB10	8q21.13
GLOD4	17p13.3
PIP4K2B	17q12
ZNF135	19q13.43
USP28	11q23.2
IGSF21	1p36.13
ERH	14q24.1
OR51Q1	11p15.4
LRP3	19q13.11
RER1	1p36.32
CD52	1p36.11
SULT1C3	2q12.3
MTUS2	13q12.3
UNC79	14q32.12
HCCS	23p22.2
CTSK	1q21.3
ACTRT2	1p36.32
SOWAHB	4q21.1
UBQLN1	9q21.32
SLC5A12	11p14.2
PLXDC1	17q12
ARSA	22q13.33
TAF8	6p21.1
HSF2	6q22.31
PCYT1A	3q29
AFAP1L1	5q32
CLDN6	16p13.3
CACNA2D2	3p21.31
S100A1	1q21.3
GRPEL2	5q32
SPSB3	16p13.3
GOLGA8B	15q14
CERS4	19p13.2
AARS1	16q22.1
OPTN	10p13
PID1	2q36.3
INO80	15q15.1
ARRDC5	19p13.3
BRSK2	11p15.5
KIF12	9q32
IRAG1	11p15.4
ZCCHC7	9p13.2
SPNS3	17p13.2
SRP68	17q25.1
CUL1	7q36.1
RBL2	16q12.2
LEAP2	5q31.1
COX6B1	19q13.12
PITPNC1	17q24.2
SNX6	14q13.1
RPL36A	23q22.1
TRIM26	6p22.1
CSMD2	1p35.1
NAALADL2	3q26.31
ETV6	12p13.2
MCOLN2	1p22.3
DUSP4	8p12
GFRAL	6p12.1
UBE2B	5q31.1
NSDHL	23q28
GORAB	1q24.2
CCM2	7p13
KCNT1	9q34.3
PSMA1	11p15.2
MYG1	12q13.13
SIN3B	19p13.11
CCDC116	22q11.21
TTF2	1p13.1
CCDC163	1p34.1
ENDOG	9q34.11
SOGA1	20q11.23
DYNC2H1	11q22.3
NLRP7	19q13.42
VWA1	1p36.33
IFNL1	19q13.2
PLA1A	3q13.33
KCNA6	12p13.32
CLEC7A	12p13.2
PIF1	15q22.31
DMKN	19q13.12
FGL2	7q11.23
KIF23	15q23
TMC8	17q25.3
NDUFV1	11q13.2
PDC	1q31.1
DHRS9	2q31.1
TAS2R20	12p13.2
PEAK1	15q24.3
CRYZL1	21q22.11
Z83313.1	23q26.3
OR5B21	11q12.1
ZNF784	19q13.42
DRD3	3q13.31
SNX25	4q35.1
OR2L2	1q44
KCNN4	19q13.31
CHTF18	16p13.3
COPE	19p13.11
CXorf58	23p22.11
XX-FW81066F1.2	23q28
DNAJC5G	2p23.3
HIBADH	7p15.2
TLL2	10q24.1
FAM72A	1q32.1
PRKRA	2q31.2
ITGA10	1q21.1
GAS2L1	22q12.2
SHOC1	9q31.3
PVALB	22q12.3
COL6A5	3q22.1
PABIR3	23q26.3
OR56A1	11p15.4
ZNF850	19q13.12
FAM78B	1q24.1
OR4S2	11q11
GPC2	7q22.1
CLGN	4q31.1
PGLYRP4	1q21.3
PCDHGA7	5q31.3
H3C11	6p22.1
NOBOX	7q35
PTGES3L-AARSD1	17q21.31
EXOSC10	1p36.22
MRPL32	7p14.1
ITM2C	2q37.1
OR5M9	11q12.1
DDX3Y	24q11.221
POMZP3	7q11.23
PALLD	4q32.3
C1orf116	1q32.1
TTC1	5q33.3
PRDX4	23p22.11
ANKH	5p15.2
CALN1	7q11.22
TMEM209	7q32.2
C10orf120	10q26.13
IFI27L2	14q32.12
STXBP6	14q12
CD2BP2	16p11.2
HEXIM2	17q21.31
CXCR5	11q23.3
WDSUB1	2q24.2
IL31	12q24.31
CFAP97D1	17q21.31
SETD9	5q11.2
ZNF728	19p12
FADD	11q13.3
BMPR1B	4q22.3
SMIM17	19q13.43
USB1	16q21
NEBL	10p12.31
CYTH2	19q13.33
PDLIM7	5q35.3
CHORDC1	11q14.3
MRFAP1	4p16.1
MISP	19p13.3
TMEM89	3p21.31
SENP6	6q14.1
SCGB1C1	11p15.5
ZNF641	12q13.11
TEX38	1p33
ADGRF4	6p12.3
THAP3	1p36.31
ITFG2	12p13.33
BIN2	12q13.13
TOGARAM1	14q21.2
TGDS	13q32.1
AIPL1	17p13.2
FAM20B	1q25.2
NRXN3	14q31.1
UROS	10q26.2
E2F6	2p25.1
ABCC6	16p13.11
ILF3	19p13.2
IGFL2	19q13.32
PCDHGC3	5q31.3
ZSCAN22	19q13.43
RAB23	6p11.2
FZD9	7q11.23
ZKSCAN3	6p22.1
ROM1	11q12.3
CTAG1A	23q28
ZNF792	19q13.11
C1orf162	1p13.2
PRR23C	3q23
HMGXB3	5q32
CBL	11q23.3
DLL4	15q15.1
PMP22	17p12
TBC1D3K	17q12
XRRA1	11q13.4
OR2D3	11p15.4
CCZ1B	7p22.1
SIX4	14q23.1
HNRNPM	19p13.2
OR56A5	11p15.4
CPLX1	4p16.3
PRADC1	2p13.2
VRTN	14q24.3
ELP5	17p13.1
METRNL	17q25.3
SOX13	1q32.1
DHRS1	14q12
FRMD7	23q26.2
GAGE12D	23p11.23
CCDC148	2q24.1
ZMYM5	13q12.11
FLG	1q21.3
C3orf36	3q22.1
ZNF121	19p13.2
TMX3	18q22.1
FBXO39	17p13.1
H4C8	6p22.2
SNX18	5q11.2
GOPC	6q22.1
MED31	17p13.1
PRORY	24q11.223
CCN6	6q21
CHST7	23p11.3
CH507-396I9.3	21p11.2
GPSM1	9q34.3
TRA2B	3q27.2
MAU2	19p13.11
PALS1	14q23.3
FGF18	5q35.1
TTLL2	6q27
OR1J4	9q33.2
TAPBP	6p21.32
GON7	14q32.12
H1-6	6p22.2
HFE	6p22.2
FSTL4	5q31.1
ABCA9	17q24.2
RAB7A	3q21.3
DENND6A	3p14.3
KIFC1	6p21.32
GATAD2B	1q21.3
SULT1B1	4q13.3
MOB4	2q33.1
FRMPD2	10q11.22
PRIMA1	14q32.12
OSR1	2p24.1
KHDRBS3	8q24.23
ZNF418	19q13.43
PHGDH	1p12
MC4R	18q21.32
FAM149B1	10q22.2
CLIC5	6p21.1
SNX5	20p11.23
OR4F29	1p36.33
NAT10	11p13
DMRTB1	1p32.3
CTNS	17p13.2
NUCKS1	1q32.1
UNC5CL	6p21.1
NCOA7	6q22.32
ORC6	16q11.2
ADA2	22q11.1
FAM32A	19p13.11
TBC1D25	23p11.23
KRT27	17q21.2
PRY2	24q11.223
GJA3	13q12.11
PTPRN	2q35
ARHGEF4	2q21.1
SP6	17q21.32
RRAGD	6q15
TP53INP1	8q22.1
DNPH1	6p21.1
ODC1	2p25.1
MNX1	7q36.3
DUSP11	2p13.1
RAD21	8q24.11
TTC7B	14q32.11
POM121C	7q11.23
DLX5	7q21.3
ERRFI1	1p36.23
PCDHA9	5q31.3
LDLRAP1	1p36.11
RPL21	13q12.2
CES2	16q22.1
CFAP77	9q34.13
LTK	15q15.1
ZFR2	19p13.3
PTGIS	20q13.13
ADAM10	15q21.3
TRAPPC2L	16q24.3
TYR	11q14.3
MGAT4D	4q31.1
C12orf42	12q23.2
RFC1	4p14
DDIT4	10q22.1
TRIP12	2q36.3
SCARF2	22q11.21
SNIP1	1p34.3
PABPC4L	4q28.3
CERK	22q13.31
LRP5	11q13.2
C12orf71	12p11.23
PSPC1	13q12.11
ZUP1	6q22.1
EPGN	4q13.3
VCPIP1	8q13.1
PIAS1	15q23
RBPMS	8p12
GBP7	1p22.2
CD83	6p23
F9	23q27.1
ALPL	1p36.12
TUSC1	9p21.2
B3GALNT2	1q42.3
ARRDC2	19p13.11
COG4	16q22.1
PPP1R16A	8q24.3
PBX3	9q33.3
ANKMY2	7p21.1
PVRIG	7q22.1
BAMBI	10p12.1
STT3B	3p23
GLB1L2	11q25
CES3	16q22.1
MCF2L2	3q27.1
PPIG	2q31.1
HHIPL2	1q41
OR8H3	11q12.1
AP1S2	23p22.2
TOMM40L	1q23.3
HMX1	4p16.1
PDLIM5	4q22.3
CXCL11	4q21.1
TBCK	4q24
MELK	9p13.2
DCP1B	12p13.33
C2CD2	21q22.3
HSD3B1	1p12
CEACAM18	19q13.41
C19orf53	19p13.13
PHF20L1	8q24.22
RIBC2	22q13.31
UNC45A	15q26.1
TLCD3B	16p11.2
KRTAP19-4	21q22.11
C17orf80	17q25.1
SLC23A2	20p13
OR1L1	9q33.2
DDX47	12p13.1
OR10G6	11q24.1
ACP7	19q13.2
PTPN3	9q31.3
AKR7A2	1p36.13
VPS37D	7q11.23
TMEM119	12q23.3
CLMN	14q32.13
ABR	17p13.3
CIITA	16p13.13
GPR161	1q24.2
SMN1	5q13.2
SPATA31A3	9q21.11
WIF1	12q14.3
CEACAM8	19q13.2
APOBEC3C	22q13.1
IZUMO3	9p21.3
RBM44	2q37.3
LIMS4	2q13
VASP	19q13.32
ZNF322	6p22.2
RELB	19q13.32
SOAT1	1q25.2
HOXD13	2q31.1
UBXN10	1p36.12
PPP1R2B	5q33.3
ALDH2	12q24.12
RUNX1T1	8q21.3
DHX15	4p15.2
TMEM200C	18p11.31
FGR	1p35.3
ZNF578	19q13.41
KRTAP27-1	21q22.11
CYB5R2	11p15.4
TBR1	2q24.2
COPRS	17q11.2
TRIB2	2p24.3
NTHL1	16p13.3
ACOX1	17q25.1
RAB9B	23q22.2
SERPINB12	18q21.33
VPS54	2p14
FLJ22763	3q13.13
RGS14	5q35.3
MRPL11	11q13.2
SLC4A2	7q36.1
MYOZ1	10q22.2
RNF114	20q13.13
CT45A7	23q26.3
TMEM238	19q13.42
NT5C3B	17q21.2
OR10R2	1q23.1
TBC1D17	19q13.33
VSIR	10q22.1
UFD1	22q11.21
AP005242.1	18p11.21
PANK3	5q34
SPATA2L	16q24.3
MARVELD3	16q22.2
OR5T1	11q12.1
GGTLC3	22q11.21
TSSK3	1p35.1
CALHM4	6q22.1
MTRNR2L13	4q26
TRIM64C	11p11.12
DCTN2	12q13.3
SMPDL3A	6q22.31
GALK2	15q21.2
SLC38A4	12q13.11
HOXC5	12q13.13
OPN4	10q23.2
NME7	1q24.2
OR2L3	1q44
DEFB113	6p12.3
KCNA4	11p14.1
CTXND1	15q25.1
PRR23B	3q23
INSYN2A	10q26.2
LKAAEAR1	20q13.33
OR11H1	22q11.1
GSC2	22q11.21
RTL4	23q23
COPS7A	12p13.31
PPP2R1B	11q23.1
ARNT2	15q25.1
GOLGA6L22	15q11.2
ZNF24	18q12.2
PRPF4B	6p25.2
PPP4R3C	23p21.3
GFRA2	8p21.3
SLC29A1	6p21.1
TMEM45B	11q24.3
MSH4	1p31.1
ABHD14A	3p21.2
SDHAF3	7q21.3
PSMB7	9q33.3
NEMF	14q21.3
SIRT6	19p13.3
TMSB15B	23q22.2
ASGR1	17p13.1
TBC1D30	12q14.3
HHLA2	3q13.13
CD84	1q23.3
RYR1	19q13.2
TANC2	17q23.3
SAGE1	23q26.3
SLC12A2	5q23.3
FXYD3	19q13.12
DNALI1	1p34.3
TDG	12q23.3
C15orf48	15q21.1
ZNF439	19p13.2
OCRL	23q26.1
SCN5A	3p22.2
PPM1M	3p21.2
AKR1D1	7q33
TLL1	4q32.3
USP17L2	8p23.1
RWDD3	1p21.3
SIRT4	12q24.31
SLC27A2	15q21.2
ERMP1	9p24.1
DNAJC27	2p23.3
TYW3	1p31.1
ICE1	5p15.32
TSSK1B	5q22.2
FYTTD1	3q29
RIMS1	6q13
GPR84	12q13.13
KRTAP21-2	21q22.11
PRKCQ	10p15.1
KCTD10	12q24.11
MTMR9	8p23.1
ABTB2	11p13
UBE2Z	17q21.32
PUM2	2p24.1
PSMA2	7p14.1
PPA2	4q24
AMACR	5p13.2
GNG10	9q31.3
CLDN14	21q22.13
UBXN8	8p12
SEPHS2	16p11.2
ELAC2	17p12
VPS25	17q21.2
NPAS2	2q11.2
GRIK2	6q16.3
SAP30	4q34.1
ANKLE2	12q24.33
SDR42E2	16p12.2
ANGPTL6	19p13.2
SLC6A13	12p13.33
CDYL	6p25.1
TP53BP1	15q15.3
TM2D3	15q26.3
TNFAIP1	17q11.2
PGM3	6q14.1
COLEC10	8q24.12
RTCB	22q12.3
PCDHB13	5q31.3
KRTAP4-8	17q21.2
PTCHD1	23p22.11
ROCK2	2p25.1
ISLR	15q24.1
MFSD6	2q32.2
PAX9	14q13.3
IL1R1	2q12.1
CBX4	17q25.3
CHRNA9	4p14
NLRP4	19q13.43
SLITRK5	13q31.2
BPIFB2	20q11.21
H2AC20	1q21.2
SLC49A4	3q21.1
ST6GALNAC5	1p31.1
MRPL58	17q25.1
PKP1	1q32.1
CEP68	2p14
HECTD3	1p34.1
CSE1L	20q13.13
GAS2	11p14.3
GAGE12G	23p11.23
NHSL2	23q13.1
IL10RB	21q22.11
PLEK2	14q24.1
HDAC3	5q31.3
HSH2D	19p13.11
HIGD1A	3p22.1
CHAMP1	13q34
ARRB2	17p13.2
LRRC24	8q24.3
CT47A5	23q24
FAM216A	12q24.11
SEC61A2	10p14
CACNB4	2q23.3
TMA7	3p21.31
THAP12	11q13.5
PLRG1	4q31.3
UBR4	1p36.13
PSMD9	12q24.31
RNF182	6p23
AUH	9q22.31
ZIM2	19q13.43
CNKSR3	6q25.2
USP17L13	4p16.1
TUBB3	16q24.3
FAM83B	6p12.1
SP100	2q37.1
AMZ1	7p22.3
ZNF765	19q13.42
RNF187	1q42.13
RHBDD3	22q12.2
ZNF843	16p11.2
DACH2	23q21.2
C8orf82	8q24.3
DPEP2	16q22.1
APOBEC3H	22q13.1
CYP17A1	10q24.32
NIT1	1q23.3
ESRRA	11q13.1
GP2	16p12.3
TMEM184A	7p22.3
CDH7	18q22.1
USP17L19	4p16.1
FSD1L	9q31.2
MFN1	3q26.33
FAM102A	9q34.11
AC109486.1	5q12.1
MDGA2	14q21.3
BRD4	19p13.12
PYGB	20p11.21
TMEM59L	19p13.11
SRP54	14q13.2
LUM	12q21.33
RNF165	18q21.1
BNIPL	1q21.3
GRIP2	3p25.1
LRRC66	4q12
PLPP4	10q26.12
CCDC160	23q26.2
CAB39	2q37.1
OR4Q3	14q11.2
MBLAC2	5q14.3
ACADVL	17p13.1
STRBP	9q33.3
CD244	1q23.3
INTS12	4q24
LRFN4	11q13.2
COX7B2	4p12
LIN52	14q24.3
DEFB131A	4p16.1
ATP5MF	7q22.1
SYT13	11p11.2
JTB	1q21.3
ME1	6q14.2
MAL2	8q24.12
LRRC8A	9q34.11
TEAD4	12p13.33
PLA2R1	2q24.2
FGF6	12p13.32
MRM3	17p13.3
SLC25A23	19p13.3
PGLS	19p13.11
RBMS1	2q24.2
PACRGL	4p15.31
FBXO40	3q13.33
APEX2	23p11.21
UBE2D3	4q24
HOXB3	17q21.32
ARHGDIG	16p13.3
SLC25A22	11p15.5
H2BC17	6p22.1
DRAM2	1p13.3
INTS8	8q22.1
GAPDH	12p13.31
ALG1	16p13.3
TMC2	20p13
AL078584.1	6p22.3
ENPP2	8q24.12
TNFSF10	3q26.31
PPFIA3	19q13.33
ERCC8	5q12.1
EMC10	19q13.33
AC010731.4	2q33.3
OR2T4	1q44
CSGALNACT2	10q11.21
RPL3L	16p13.3
AGFG1	2q36.3
FBXW12	3p21.31
CAND1	12q14.3
PA2G4	12q13.2
HTR3A	11q23.2
DDAH2	6p21.33
RIPOR2	6p22.3
RNASEL	1q25.3
HES2	1p36.31
SAPCD2	9q34.3
TRIP11	14q32.12
LRP1	12q13.3
MAP7	6q23.3
CER1	9p22.3
CLYBL	13q32.3
MIF	22q11.23
PKDREJ	22q13.31
RBM8A	1q21.1
TMEM219	16p11.2
SSX5	23p11.23
ZW10	11q23.2
LYST	1q42.3
RNF19B	1p35.1
SIRPB1	20p13
RIMKLA	1p34.2
EID2	19q13.2
SLC3A2	11q12.3
ADAR	1q21.3
NGF	1p13.2
KLHL18	3p21.31
SLC44A3	1p21.3
ZRSR2	23p22.2
NASP	1p34.1
RMND5B	5q35.3
MYO19	17q12
EFNB3	17p13.1
NRTN	19p13.3
FPGS	9q34.11
AL022067.1	6q21
CNGB1	16q21
CD80	3q13.33
PGD	1p36.22
LMAN1L	15q24.1
NKX2-2	20p11.22
MED14	23p11.4
SPRR2A	1q21.3
MAS1	6q25.3
